Network,ParkCode,ShortName,LongName,SiteCode,SiteCodeWQX,SiteName,Lat,Long,Type,CharacteristicName,DisplayName,DataName,Category,CategoryDisplay,Units,LowerPoint,UpperPoint,DataType,LowerDescription,UpperDescription,AssessmentDetails,LowerPointCondition,UpperPointCondition,IsActiveSiteCode,IsActiveCharacteristicName,IsActive
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,Salinity,Salinity,Salinity,Salinity,Salinity,ppt,,0.5,numeric,,Acceptable salinity is less than or equal to 0.5 ppt.,Ramasamy et al. 2014,,>,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,TDS,Total Dissolved Solids,Total dissolved solids,TDS,Total Dissolved Solids,mg/L,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,TotalN,Total Nitrogen,"Total Nitrogen, mixed forms",TotalN,Total Nitrogen,mg/L,,0.69,numeric,,Acceptable total nitrogen is less than or equal to 0.69 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,TotalP,Total Phosphorus,"Total Phosphorus, mixed forms",TotalP,Total Phosphorus,mg/L,,0.037,numeric,,Acceptable phosphorus is less than or equal to 0.037 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,TotalDN,Total Dissolved Nitrogen,"Total Dissolved Nitrogen, mixed forms",TotalDN,Total Dissolved Nitrogen,mg/L,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,TotalDP,Total Dissolved Phosphorus,"Total Dissolved Phosphorus, mixed forms",TotalDP,Total Dissolved Phosphorus,mg/L,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,Ammonia,Ammonia,Ammonia,Ammonia,Ammonia,mg/L,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,Nitrate,Nitrate,Nitrate,Nitrate,Nitrate,mg/L,,2.0,numeric,,Acceptable nitrate is less than or equal to 2.0 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,Weather,Weather,Weather condition (WMO code 4501) (choice list),Weather,Weather Conditions,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,Algae,Algae,"Substrate algae, % (choice list)",Algae,Algae,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,AlgaeColor,Algae Color,Substrate algae color,AlgaeColor,Algae Color,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,WaterAppearance,Water Appearance,Water appearance (text),WaterAppearance,Water Appearance,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,FlowCondition,Flow Condition,Stream flow (choice list),FlowCondition,Flow Condition,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,mg/L,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,Turbidity,Turbidity,Turbidity,Turbidity,Turbidity,ntu,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,AirTemp,Air Temperature,"Temperature, air",AirTemp,Air Temperature,°C,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,Discharge,Discharge,Base flow discharge,Discharge,Discharge,cfs,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,Depth,Depth,Cross-Section Depth,Depth,Depth,ft,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,WaterTemp,Water Temperature,"Temperature, water",WaterTemp,Water Temperature,°C,,32.0,numeric,,Acceptable water temperature is below 32 degrees C for warm water streams.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",,>=,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,SC,Specific Conductance,Specific conductance,SC,Specific Conductance,µS/cm,,171.0,numeric,,Acceptable specific conductance is below 171 uS/cm.,Morgan et al. 2007,,>=,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,pH,pH,pH,pH,pH,pH Units,6.0,9.0,numeric,Acceptable pH is greater than or equal to 6.,Acceptable pH is less than or equal to 9.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<,>,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,DOmg,DO Concentration,Dissolved oxygen (DO),DOmg,Dissolved Oxygen,mg/L,5.0,,numeric,Acceptable dissolved oxygen is above 5.0 mg/L for warm water streams and above 6.0 mg/L for cold water streams.,,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<=,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,DOper,DO Saturation,Dissolved oxygen saturation,DOper,Dissolved Oxygen,percent,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,ANC,ANC,Acid Neutralizing Capacity (ANC),ANC,Acid Neutralizing Capacity,µeq/L,200.0,,numeric,Acceptable acid neutralizing capacity is above 200 ueq/L for non-karst terrain.,,Weeks et al. 2007,<=,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,WetWidth,Wetted Width,Wetted Width,WetWidth,Wetted Width,ft,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,Velocity,Stream Velocity,Velocity - stream,Velocity,Velocity,ft/s,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,AirPress,Air Pressure,Barometric pressure,AirPress,Air Pressure,mm Hg,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,Conductivity,Conductivity,Conductivity,Conductivity,Conductivity,µS/cm,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,Salinity,Salinity,Salinity,Salinity,Salinity,ppt,,0.5,numeric,,Acceptable salinity is less than or equal to 0.5 ppt.,Ramasamy et al. 2014,,>,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,TDS,Total Dissolved Solids,Total dissolved solids,TDS,Total Dissolved Solids,mg/L,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,TotalN,Total Nitrogen,"Total Nitrogen, mixed forms",TotalN,Total Nitrogen,mg/L,,0.69,numeric,,Acceptable total nitrogen is less than or equal to 0.69 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,TotalP,Total Phosphorus,"Total Phosphorus, mixed forms",TotalP,Total Phosphorus,mg/L,,0.037,numeric,,Acceptable phosphorus is less than or equal to 0.037 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,TotalDN,Total Dissolved Nitrogen,"Total Dissolved Nitrogen, mixed forms",TotalDN,Total Dissolved Nitrogen,mg/L,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,TotalDP,Total Dissolved Phosphorus,"Total Dissolved Phosphorus, mixed forms",TotalDP,Total Dissolved Phosphorus,mg/L,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,Ammonia,Ammonia,Ammonia,Ammonia,Ammonia,mg/L,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,Nitrate,Nitrate,Nitrate,Nitrate,Nitrate,mg/L,,2.0,numeric,,Acceptable nitrate is less than or equal to 2.0 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,Weather,Weather,Weather condition (WMO code 4501) (choice list),Weather,Weather Conditions,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,Algae,Algae,"Substrate algae, % (choice list)",Algae,Algae,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,AlgaeColor,Algae Color,Substrate algae color,AlgaeColor,Algae Color,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,WaterAppearance,Water Appearance,Water appearance (text),WaterAppearance,Water Appearance,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,FlowCondition,Flow Condition,Stream flow (choice list),FlowCondition,Flow Condition,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,mg/L,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_HECR,NCRN_NACE_HECR,Henson Creek,38.83463564,-76.900598,Stream,Turbidity,Turbidity,Turbidity,Turbidity,Turbidity,ntu,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,AirTemp,Air Temperature,"Temperature, air",AirTemp,Air Temperature,°C,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,Discharge,Discharge,Base flow discharge,Discharge,Discharge,cfs,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,Depth,Depth,Cross-Section Depth,Depth,Depth,ft,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,WaterTemp,Water Temperature,"Temperature, water",WaterTemp,Water Temperature,°C,,32.0,numeric,,Acceptable water temperature is below 32 degrees C for warm water streams.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",,>=,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,SC,Specific Conductance,Specific conductance,SC,Specific Conductance,µS/cm,,171.0,numeric,,Acceptable specific conductance is below 171 uS/cm.,Morgan et al. 2007,,>=,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,pH,pH,pH,pH,pH,pH Units,6.0,9.0,numeric,Acceptable pH is greater than or equal to 6.,Acceptable pH is less than or equal to 9.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<,>,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,DOmg,DO Concentration,Dissolved oxygen (DO),DOmg,Dissolved Oxygen,mg/L,5.0,,numeric,Acceptable dissolved oxygen is above 5.0 mg/L for warm water streams and above 6.0 mg/L for cold water streams.,,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<=,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,DOper,DO Saturation,Dissolved oxygen saturation,DOper,Dissolved Oxygen,percent,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,ANC,ANC,Acid Neutralizing Capacity (ANC),ANC,Acid Neutralizing Capacity,µeq/L,200.0,,numeric,Acceptable acid neutralizing capacity is above 200 ueq/L for non-karst terrain.,,Weeks et al. 2007,<=,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,WetWidth,Wetted Width,Wetted Width,WetWidth,Wetted Width,ft,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,Velocity,Stream Velocity,Velocity - stream,Velocity,Velocity,ft/s,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,AirPress,Air Pressure,Barometric pressure,AirPress,Air Pressure,mm Hg,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,Conductivity,Conductivity,Conductivity,Conductivity,Conductivity,µS/cm,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,Salinity,Salinity,Salinity,Salinity,Salinity,ppt,,0.5,numeric,,Acceptable salinity is less than or equal to 0.5 ppt.,Ramasamy et al. 2014,,>,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,TDS,Total Dissolved Solids,Total dissolved solids,TDS,Total Dissolved Solids,mg/L,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,TotalN,Total Nitrogen,"Total Nitrogen, mixed forms",TotalN,Total Nitrogen,mg/L,,0.69,numeric,,Acceptable total nitrogen is less than or equal to 0.69 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,TotalP,Total Phosphorus,"Total Phosphorus, mixed forms",TotalP,Total Phosphorus,mg/L,,0.037,numeric,,Acceptable phosphorus is less than or equal to 0.037 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,TotalDN,Total Dissolved Nitrogen,"Total Dissolved Nitrogen, mixed forms",TotalDN,Total Dissolved Nitrogen,mg/L,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,TotalDP,Total Dissolved Phosphorus,"Total Dissolved Phosphorus, mixed forms",TotalDP,Total Dissolved Phosphorus,mg/L,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,Ammonia,Ammonia,Ammonia,Ammonia,Ammonia,mg/L,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,Nitrate,Nitrate,Nitrate,Nitrate,Nitrate,mg/L,,2.0,numeric,,Acceptable nitrate is less than or equal to 2.0 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,Weather,Weather,Weather condition (WMO code 4501) (choice list),Weather,Weather Conditions,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,Algae,Algae,"Substrate algae, % (choice list)",Algae,Algae,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,AlgaeColor,Algae Color,Substrate algae color,AlgaeColor,Algae Color,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,WaterAppearance,Water Appearance,Water appearance (text),WaterAppearance,Water Appearance,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,FlowCondition,Flow Condition,Stream flow (choice list),FlowCondition,Flow Condition,,,,factor,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,mg/L,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_OXRU,NCRN_NACE_OXRU,Oxon Run,38.812212,-77.007154,Stream,Turbidity,Turbidity,Turbidity,Turbidity,Turbidity,ntu,,,numeric,,,,,,True,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_STCK,NCRN_NACE_STCK,Still Creek,38.97298435,-76.91410158,Stream,AirTemp,Air Temperature,"Temperature, air",AirTemp,Air Temperature,°C,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_STCK,NCRN_NACE_STCK,Still Creek,38.97298435,-76.91410158,Stream,Discharge,Discharge,Base flow discharge,Discharge,Discharge,cfs,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_STCK,NCRN_NACE_STCK,Still Creek,38.97298435,-76.91410158,Stream,Depth,Depth,Cross-Section Depth,Depth,Depth,ft,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_STCK,NCRN_NACE_STCK,Still Creek,38.97298435,-76.91410158,Stream,WaterTemp,Water Temperature,"Temperature, water",WaterTemp,Water Temperature,°C,,32.0,numeric,,Acceptable water temperature is below 32 degrees C for warm water streams.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",,>=,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_STCK,NCRN_NACE_STCK,Still Creek,38.97298435,-76.91410158,Stream,SC,Specific Conductance,Specific conductance,SC,Specific Conductance,µS/cm,,171.0,numeric,,Acceptable specific conductance is below 171 uS/cm.,Morgan et al. 2007,,>=,True,True,True
